,heading,text
237,"CDC ‘Revises’ Mask Guidance: Some Vaccinated Individuals Should Return To Masking Indoors, Everyone Should Mask In K-12 Schools","The Centers for Disease Control and Prevention (CDC) is expected to announce Tuesday that it is revising its mask guidance, returning to recommending masking indoors, even for fully vaccinated individuals, in certain circumstances. Most notably, the CDC is expected to announce that everyone in K-12 schools, regardless of vaccination status, should wear a mask.
“In May, the CDC announced that vaccinated individuals were not required to wear masks indoors or outdoors, or physically distance, while maintaining that unvaccinated individuals should continue to wear masks and socially distance,” Fox News noted."
238,CDC: Vaccinated people should now wear masks in high transmission areas,"The Centers for Disease Control and Prevention (CDC) on Tuesday essentially reversed earlier COVID-19 guidance by saying fully vaccinated people should now wear masks in certain situations.
The agency said fully vaccinated people should wear masks in ""public, indoor settings"" in areas of the country with ""substantial"" or ""high"" levels of transmission, as defined by the CDC. Those areas currently include much of the South and West.
The CDC also said all adults and students should wear masks in K-12 schools regardless of vaccination status."
239,"CDC updates guidance, recommends vaccinated people wear masks indoors in certain areas","To prevent further spread of the Delta variant, the US Centers for Disease Control and Prevention updated its mask guidance on Tuesday to recommend that fully vaccinated people wear masks indoors when in areas with ""substantial"" and ""high"" transmission of Covid-19, which includes nearly two-thirds of all US counties.
""In recent days I have seen new scientific data from recent outbreak investigations showing that the Delta variant behaves uniquely differently from past strains of the virus that cause Covid-19,"" CDC Director Dr. Rochelle Walensky told a media briefing on Tuesday.
""This new science is..."
240,"Republicans sharpen 'fraud' claims, Democrats compare Scott to a 'dictator' as Florida recount ramps up","The recount in Florida only began this weekend, but time is already bleeding away for election officials racing to meet the state's Thursday deadline to complete their work."
241,Florida Recounts Begin as Both Sides Dig In for Fight,An arduous recount process began Sunday in Florida as both sides of a close U.S. Senate race launched legal actions and the state again commanded national attention over an election controversy.
242,Rick Scott challenges ballots counted after deadline as Florida recount drama begins,"Governor Rick Scott renewed his claims to victory over Sen. Bill Nelson on Sunday as a recount began in the race for Senate, once again thrusting Florida to the forefront of a national election drama."
243,The Pull and Push Of The Unemployment Debate,This morning the Senate will take a procedural vote on a bill to extend unemployment benefits to Americans for three months.
244,Divided Senate To Vote On Extending Unemployment Benefits,"Democrats are seeking Republican support to extend the measure, which covers 1.3 million Americans."
245,Showdown set on unemployment bill in Senate,"The new year looks a lot like the old one in the Senate, with Democrats scratching for votes to pass an agenda they share with President Barack Obama, and Republicans decidedly unenthusiastic about supporting legislation without changes."
246,Obama: Congress endangers national security with Lynch delay,"President Obama is accusing Congress of playing politics with law enforcement and national security by holding hostage attorney general nominee Loretta Lynch in exchange for leverage on legislation.
Mr. Obama blasted Republicans for preventing the female federal prosecutor from New York from succeeding Attorney General Eric Holder during his weekly address to the country to Sunday.
But lawmakers have delayed the nomination of Ms. Lynch by more than 130 days over concerns surrounding Mr. Obama’s executive action on immigration, which would provide temporary legal status to millions of illegal immigrants..."
247,Eric Holder: Attorney General for life?,"There was a time when Republicans were eager to have Eric Holder gone from the Justice Department. That time isn't now.
GOP lawmakers began calling for the attorney general's resignation as early as 2011, and they even held him in contempt of Congress a year later.
Nowadays the issue keeping Holder in office has nothing to do with him, or Loretta Lynch, the Brooklyn U.S. attorney President Barack Obama picked to succeed him.
Instead it's a partisan fight"
248,Obama On Loretta Lynch: 'You Don't Hold Attorney General Nominees Hostage',"President Barack Obama chastised Senate Republicans on Friday for refusing to confirm his attorney general nominee, saying it's inexcusable to hold Loretta Lynch ""hostage"" as a bargaining chip for separate legislation.
""You don't hold attorney general nominees hostage for other issues,"" Obama told The Huffington Post's Sam Stein in a sit-down interview. ""This is our top law enforcement office. Nobody denies that she's well-qualified. We need to go ahead and get her done.""
Lynch's nomi"
249,Ind. to ‘clarify’ new law decried as anti-gay,"Republican lawmakers in Indiana promised Monday to amend a religious liberties bill that critics have labeled as anti-gay, bowing to protests that have rapidly spread to several other states considering similar measures."
250,"Pence vows to 'fix' religious freedom law, ensure 'no license to discriminate'","Indiana Gov. Mike Pence, whose state is under fire over the passage of a religious freedom law that critics say could allow businesses to discriminate based on sexual orientation, told Fox News on Tuesday that he and legislative leaders plan to clarify the policy in the coming days."
